CH No,Name,SEL,Frequency,Dup,Offset,Mode,DATA,Filter,TONE,Repeater Tone,TSQL Frequency,DTCS Code,DTCS Polarity,DV SQL,DV CSQL Code,Your Call Sign,RPT1 Call Sign,RPT2 Call Sign,Split
0,6LX C Gosnells,ON,146.862500,DUP-,1.600000,DSTAR,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
1,6LX B Gosnells,ON,438.150000,DUP-,5.400000,DSTAR,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
2,6OX B East Frema,ON,438.125000,DUP-,5.400000,DSTAR,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
3,6WN C Roleystone,ON,146.837500,DUP-,0.600000,DSTAR,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
4,6WN B Roleystone,ON,438.175000,DUP-,5.400000,DSTAR,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
5,6WN AD Roleyston,ON,1298.300000,OFF,0.000000,DSTAR,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
