CH No,Name,SEL,Frequency,Dup,Offset,Mode,DATA,Filter,TONE,Repeater Tone,TSQL Frequency,DTCS Code,DTCS Polarity,DV SQL,DV CSQL Code,Your Call Sign,RPT1 Call Sign,RPT2 Call Sign,Split
49,2MW Mt Wandera,ON,147.075000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
50,2CZ Lalor Park,ON,147.075000,DUP+,0.600000,FM,OFF,1,TONE,123.0Hz,123.0Hz,023,BOTH N,OFF,0,,,,OFF
51,2WR Moona Trig,ON,147.075000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
52,2GL Cabbage Tree,ON,147.100000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
53,2SH Southern Hig,ON,147.100000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
54,1WP portable,ON,147.125000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
55,2AG Somersby,ON,147.125000,DUP+,0.600000,FM,OFF,1,TONE,91.5Hz,91.5Hz,023,BOTH N,OFF,0,,,,OFF
56,2AV portable,ON,147.125000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
57,2SR Scaddens Rid,ON,147.125000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
58,1WP portable,ON,147.150000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
59,2AV portable,ON,147.150000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
60,2WC Chatswood,ON,147.150000,DUP+,0.600000,FM,OFF,1,TONE,91.5Hz,91.5Hz,023,BOTH N,OFF,0,,,,OFF
61,2WH Newcastle,ON,147.150000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
62,2WK Kurrajong He,ON,147.150000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
63,1BH Bulls Head,ON,147.175000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
64,1WP portable,ON,147.175000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
65,2AV portable,ON,147.175000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
66,2EP portable,ON,147.175000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
67,2FI portable,ON,147.175000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
68,2WS portable,ON,147.175000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
69,2CW Mt Lindsay,ON,147.200000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
70,2GL Cabbage Tree,ON,147.200000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
71,2WB Gwynne Hill,ON,147.200000,DUP+,0.600000,FM,OFF,1,TONE,123.0Hz,123.0Hz,023,BOTH N,OFF,0,,,,OFF
72,2AY Hume Weir,ON,147.225000,DUP+,0.600000,FM,OFF,1,TONE,118.8Hz,118.8Hz,023,BOTH N,OFF,0,,,,OFF
73,2YL Bald Mtn,ON,147.225000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
74,2EH Moonimba,ON,147.250000,DUP+,0.600000,FM,OFF,1,TONE,123.0Hz,123.0Hz,023,BOTH N,OFF,0,,,,OFF
75,2NS Asquith,ON,147.250000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
76,2AP Acacia Plate,ON,147.275000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
77,2RR Razorback Ra,ON,147.275000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
78,2TS Lawson,ON,147.325000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
79,2MM Mt MacKenzie,ON,147.375000,DUP+,0.600000,FM,OFF,1,TONE,123.0Hz,123.0Hz,023,BOTH N,OFF,0,,,,OFF
80,2SE Mt Roberts,ON,147.375000,DUP+,0.600000,FM,OFF,1,OFF,67.0Hz,67.0Hz,023,BOTH N,OFF,0,,,,OFF
